"last_purchase","max_discount","shoe_spend","apparell_spend","acc_spend","custserv_calls","churn","acc_purchasers","promo_purchaser","shoe_orders","apparel_orders","acc_orders","gender","ecommShopper","bhShopper","state","area_code","phone"
90.5,0,193.7,"139.5",103,1,0,0,0,2,2,3,"Female",FALSE,FALSE,"WV",408,"382-8274"
60.5,0,238.6,"61.7",97,3,0,0,0,2,1,3,"Male",FALSE,FALSE,"NY",415,"352-6833"
73.5,0,215,"188.5",98,3,0,0,0,2,2,3,"Male",FALSE,FALSE,"NJ",510,"368-6111"
34.5,0,304.2,"158.5",88,1,0,0,0,3,2,3,"Male",FALSE,TRUE,"NM",415,"340-5580"
49,0,264.2,"96",76,1,0,0,0,2,2,3,"Male",FALSE,TRUE,"VA",408,"392-6239"
51.5,0,214.8,"134.4",81,1,0,0,0,2,2,3,"Female",FALSE,FALSE,"AZ",408,"393-4086"
87,0,200.4,"208.1",106,1,0,0,0,2,2,3,"Male",FALSE,TRUE,"IN",510,"348-1592"
88,0.31,240.2,"169.2",132,1,0,0,1,2,2,4,"Male",TRUE,TRUE,"NE",510,"362-7951"
83,0,316.8,"175.7",98,2,1,0,0,3,2,3,"Female",FALSE,FALSE,"ID",415,"362-9748"
48,0,222,"73.1",71,0,0,1,0,2,1,2,"Male",TRUE,TRUE,"MO",415,"329-9001"
121,0.26,211.6,"142.8",100,1,0,0,1,2,2,3,"Female",FALSE,TRUE,"SC",415,"356-8621"
29.5,0.12,265.3,"223.6",102,0,0,0,1,2,3,3,"Male",FALSE,FALSE,"WI",408,"401-5915"
82.5,0,301.8,"235.3",95,1,1,1,0,3,3,3,"Male",FALSE,TRUE,"IL",415,"343-7019"
21,0,290.9,"269.1",112,1,1,0,0,2,3,4,"Male",FALSE,TRUE,"TX",415,"415-5476"
42.5,0,270.2,"210.6",144,0,0,0,0,2,2,4,"Female",TRUE,TRUE,"AZ",510,"362-2314"
88.5,0,211.4,"166.5",78,1,0,0,0,2,2,3,"Male",FALSE,FALSE,"DC",415,"410-1190"
105,0,249.4,"173.8",93,3,0,0,0,2,2,3,"Male",FALSE,FALSE,"RI",415,"349-1726"
61.5,0,249.5,"179",102,2,0,0,0,2,2,3,"Female",FALSE,FALSE,"FL",415,"336-3738"
69,0,291.9,"152.2",116,0,1,0,0,2,2,4,"Female",TRUE,TRUE,"MI",415,"376-5213"
84,0.27,182.5,"176.8",42,3,0,0,1,2,2,2,"Male",TRUE,TRUE,"OH",510,"372-2296"
58,0,267.1,"199.4",115,2,0,0,0,2,2,4,"Male",FALSE,TRUE,"MI",415,"401-3170"
65,0,280.5,"188.7",66,4,0,0,0,2,2,2,"Male",FALSE,FALSE,"ME",415,"398-4313"
70,0,225.8,"125.8",85,1,0,0,0,2,2,3,"Male",FALSE,TRUE,"NE",408,"347-2378"
78,0,303,"134.5",106,2,0,0,0,3,2,3,"Male",FALSE,TRUE,"WI",415,"331-4184"
94.5,0,255.5,"229.7",97,2,1,1,0,2,3,3,"Female",FALSE,TRUE,"NC",415,"407-7258"
91.5,0,258.9,"55",132,3,0,0,0,2,1,4,"Male",FALSE,FALSE,"VT",415,"400-2738"
68,0,222.1,"132.6",121,1,0,0,0,2,2,4,"Male",FALSE,TRUE,"KY",415,"330-4419"
70.5,0,260.7,"179.1",83,1,1,0,0,2,2,3,"Female",TRUE,TRUE,"ME",510,"390-9627"
72,0,307.3,"320.9",113,0,1,1,0,3,3,4,"Female",FALSE,FALSE,"AR",510,"387-2604"
93.5,0,242.7,"185.6",105,1,0,1,0,2,2,3,"Female",FALSE,TRUE,"KY",415,"347-1640"
60.5,0,205,"166.4",97,4,1,1,0,2,2,3,"Male",FALSE,TRUE,"GA",510,"411-5677"
90,0.25,255,"86.6",122,1,0,0,1,2,1,4,"Female",FALSE,TRUE,"CT",408,"344-8498"
96.5,0,323.1,"131.4",117,1,0,0,0,3,2,4,"Female",FALSE,TRUE,"UT",510,"406-3890"
74.5,0,239,"211.1",79,1,0,0,0,2,2,3,"Female",FALSE,FALSE,"ND",408,"408-9463"
75.5,0,246.4,"134.5",109,2,0,0,0,2,2,3,"Male",FALSE,TRUE,"NE",415,"386-2759"
60,0,307.2,"196.1",82,5,1,0,0,3,2,3,"Male",FALSE,FALSE,"WY",415,"387-1116"
76.5,0,102.8,"125.3",142,3,0,0,0,1,2,4,"Male",FALSE,FALSE,"CT",415,"334-4438"
71.5,0,207.5,"165.7",78,2,0,0,0,2,2,3,"Male",TRUE,TRUE,"AR",510,"363-5853"
71.5,0,161.5,"180.2",125,1,1,0,0,1,2,4,"Male",TRUE,TRUE,"MT",415,"385-7148"
72.5,0,227.8,"155",60,2,0,0,0,2,2,2,"Male",FALSE,TRUE,"TN",415,"351-7016"
39,0,281.6,"160.8",124,0,0,0,0,2,2,4,"Male",TRUE,FALSE,"OR",415,"343-3356"
89.5,0.43,183.4,"114.1",85,1,0,0,1,2,2,3,"Female",TRUE,TRUE,"IA",415,"374-1836"
101,0,224.3,"95.9",111,1,0,0,0,2,2,3,"Male",FALSE,TRUE,"AK",415,"378-7733"
92.5,0,312.2,"273.7",93,2,1,0,0,3,3,3,"Female",FALSE,TRUE,"KY",415,"409-2983"
71,0,239.9,"232",85,1,0,0,0,2,3,3,"Male",FALSE,FALSE,"AK",510,"411-4940"
79,0,248.4,"138.8",99,4,0,0,0,2,2,3,"Male",FALSE,TRUE,"NC",510,"404-2871"
77,0,244.7,"269.8",76,1,0,0,0,2,3,3,"Female",FALSE,FALSE,"CO",415,"388-8722"
70,0,135.9,"104.5",120,2,0,0,0,1,2,4,"Female",TRUE,TRUE,"ID",415,"391-7528"
42,0,340.8,"159.5",74,2,1,0,0,3,2,2,"Male",TRUE,TRUE,"VT",415,"335-2019"
76,0.39,234.8,"35.2",109,1,0,0,1,2,1,3,"Female",FALSE,TRUE,"DC",415,"384-7873"
61.5,0.26,304.4,"229.4",77,0,0,0,1,3,3,3,"Male",TRUE,TRUE,"WI",408,"374-8187"
67,0,227.6,"124",115,0,0,0,0,2,2,4,"Male",TRUE,TRUE,"MN",408,"414-7410"
77,0,147.3,"137.2",72,1,0,0,0,1,2,2,"Male",FALSE,FALSE,"CT",415,"414-9119"
79,0.3,238.1,"217.2",115,1,0,0,1,2,3,4,"Male",TRUE,FALSE,"AL",408,"386-6411"
41.5,0,231.8,"206",93,1,0,0,0,2,2,3,"Male",FALSE,TRUE,"MA",408,"387-3332"
68,0,254.7,"126.1",83,5,0,0,0,2,2,3,"Male",FALSE,TRUE,"VT",510,"382-1399"
58,0,321.5,"192.1",130,1,0,1,0,3,2,4,"Male",TRUE,FALSE,"NM",415,"363-1413"
67.5,0.35,280.9,"170.6",155,0,0,0,1,2,2,5,"Male",TRUE,TRUE,"DC",408,"399-8615"
87.5,0,287.8,"145.8",110,3,0,0,0,2,2,3,"Female",FALSE,FALSE,"TN",415,"397-1659"
59,0,363.4,"240.5",122,0,1,1,0,3,3,4,"Male",TRUE,TRUE,"NH",415,"357-1938"
90,0,182.1,"219.6",111,3,0,0,0,2,3,3,"Male",TRUE,TRUE,"DE",408,"363-8755"
72.5,0,286.2,"183.6",119,4,0,0,0,2,2,4,"Male",FALSE,TRUE,"MO",415,"354-3237"
47.5,0.36,142.6,"177",109,1,0,0,1,1,2,3,"Male",FALSE,TRUE,"TN",415,"419-5501"
44,0,268.4,"160.9",89,0,1,0,0,2,2,3,"Female",FALSE,TRUE,"LA",415,"334-1275"
17,0,218.7,"158.6",107,0,0,0,0,2,2,3,"Male",FALSE,FALSE,"NY",415,"369-8703"
76.5,0.3,248.8,"199.7",77,1,0,0,1,2,2,3,"Male",FALSE,TRUE,"CO",408,"393-8199"
90,0,276.7,"241.7",74,0,0,0,0,2,3,2,"Male",FALSE,TRUE,"WA",408,"342-5243"
87.5,0,291.7,"138.4",102,0,0,0,0,2,2,3,"Male",FALSE,FALSE,"MN",510,"370-1525"
73.5,0.37,237.7,"90.1",103,5,1,0,1,2,1,3,"Female",FALSE,FALSE,"CT",415,"387-5860"
38,0,309.8,"30.8",107,2,0,1,0,3,1,3,"Female",FALSE,FALSE,"MO",415,"397-8772"
62.5,0,201.1,"174.2",113,1,0,0,0,2,2,4,"Male",FALSE,TRUE,"IA",415,"332-4289"
51.5,0,194.6,"216.2",94,3,0,0,0,2,3,3,"Female",FALSE,TRUE,"WI",415,"359-2197"
53.5,0,157,"223.6",103,1,0,0,0,1,3,3,"Male",FALSE,FALSE,"AZ",510,"405-6641"
81.5,0,341.5,"165.6",72,1,1,1,0,3,2,2,"Female",FALSE,FALSE,"TN",415,"351-7309"
51,0.37,250.4,"148.5",80,4,0,0,1,2,2,3,"Male",FALSE,TRUE,"DC",415,"333-9511"
60,0,271.9,"214.7",77,3,0,0,0,2,3,3,"Male",FALSE,FALSE,"MO",415,"402-6591"
75,0,229.5,"200.9",99,4,0,0,0,2,2,3,"Female",TRUE,TRUE,"DC",408,"406-5023"
66,0,188.1,"183.9",120,5,1,0,0,2,2,4,"Female",TRUE,TRUE,"MD",510,"372-8883"
89.5,0.48,159.4,"106.2",45,0,0,0,1,1,2,2,"Male",FALSE,TRUE,"MO",510,"389-1475"
68,0.14,179.3,"169.8",75,1,0,0,1,1,2,3,"Male",FALSE,TRUE,"IL",415,"390-2755"
72.5,0.29,244.9,"159.2",128,3,0,0,1,2,2,4,"Male",TRUE,TRUE,"DE",415,"327-5817"
69,0.2,251.9,"226.3",89,1,0,0,1,2,3,3,"Male",FALSE,TRUE,"NH",415,"381-4076"
77.5,0,126.9,"232.6",88,3,0,0,0,1,3,3,"Male",FALSE,TRUE,"CO",510,"373-4274"
96.5,0,360.3,"97.4",96,1,0,0,0,3,2,3,"Male",FALSE,TRUE,"ND",415,"342-1960"
119.5,0,210.3,"273.8",89,0,0,1,0,2,3,3,"Male",TRUE,TRUE,"UT",510,"413-6346"
108,0,137.7,"178.6",99,1,0,0,0,1,2,3,"Male",FALSE,FALSE,"GA",510,"403-6850"
61,0.44,181,"120.1",120,1,0,0,1,1,2,4,"Female",TRUE,FALSE,"NV",408,"419-2369"
60,0,322.9,"181.6",94,2,0,0,0,3,2,3,"Male",FALSE,TRUE,"TX",408,"329-5114"
68.5,0.3,285.1,"192.2",131,0,0,0,1,2,2,4,"Male",FALSE,FALSE,"OH",415,"352-2270"
88,0,194,"158",112,2,0,0,0,2,2,4,"Male",TRUE,FALSE,"KS",510,"366-4426"
77.5,0,207.2,"232.4",101,1,0,0,0,2,3,3,"Male",TRUE,TRUE,"SD",408,"343-6643"
90,0.33,249.2,"282.6",122,1,0,0,1,2,3,4,"Male",FALSE,FALSE,"MT",415,"356-7817"
57,0.33,184.6,"248.7",59,2,0,0,1,2,3,2,"Male",TRUE,TRUE,"RI",415,"366-7360"
71.5,0,225.3,"191.3",112,0,0,0,0,2,2,4,"Female",FALSE,TRUE,"AL",415,"377-5258"
44,0,228,"173.9",151,2,0,0,0,2,2,5,"Male",FALSE,TRUE,"MS",408,"334-3142"
98.5,0,261.7,"175.9",112,3,0,0,0,2,2,4,"Male",FALSE,TRUE,"VT",408,"373-3538"
65.5,0,180.8,"213.3",131,1,0,0,0,1,3,4,"Male",FALSE,FALSE,"UT",415,"358-5953"
77,0,154.5,"149.3",123,3,0,0,0,1,2,4,"Male",FALSE,FALSE,"NY",415,"408-7015"
88,0,203.9,"178.9",92,2,0,0,0,2,2,3,"Male",FALSE,TRUE,"VA",415,"330-7486"
78,0.4,286.6,"127.1",115,1,0,1,1,2,2,4,"Male",FALSE,TRUE,"ND",415,"343-4147"
77.5,0,209.3,"126.4",78,3,0,0,0,2,2,3,"Male",FALSE,TRUE,"NJ",510,"344-6258"
68,0.32,199.2,"181.9",82,1,0,0,1,2,2,3,"Female",FALSE,TRUE,"AZ",415,"375-4770"
48.5,0.19,241.6,"132.7",146,1,0,0,1,2,2,4,"Male",TRUE,TRUE,"ND",408,"393-9918"
62,0.29,182.8,"226.8",76,3,0,0,1,2,3,3,"Male",FALSE,FALSE,"RI",415,"329-3222"
63,0.14,145.2,"189",86,1,0,0,1,1,2,3,"Female",FALSE,FALSE,"WI",408,"375-8493"
107.5,0,252.8,"218.6",106,0,0,0,0,2,3,3,"Female",TRUE,FALSE,"WY",415,"392-6856"
52,0,199.4,"181.3",102,5,1,0,0,2,2,3,"Male",FALSE,TRUE,"MN",510,"374-9107"
78.5,0.28,286.6,"258.4",90,1,0,0,1,2,3,3,"Male",TRUE,TRUE,"MI",415,"370-8463"
88.5,0,273.7,"143.3",83,3,0,1,0,2,2,3,"Male",FALSE,TRUE,"WI",415,"356-3333"
117,0.39,279.1,"139.2",101,1,0,0,1,2,2,3,"Female",FALSE,FALSE,"LA",415,"409-9885"
78,0.21,279,"150",106,0,0,0,1,2,2,3,"Male",FALSE,FALSE,"SD",415,"370-2957"
62.5,0,270.2,"154.8",70,0,0,0,0,2,2,2,"Female",FALSE,TRUE,"NM",510,"395-4509"
102.5,0.25,207.4,"283.7",134,2,0,0,1,2,3,4,"Male",FALSE,TRUE,"MS",415,"420-8953"
78,0.36,236.2,"155.8",108,1,0,1,1,2,2,3,"Male",TRUE,TRUE,"IL",408,"417-1360"
62,0,325.1,"226.5",100,1,1,0,0,3,3,3,"Male",TRUE,TRUE,"PA",408,"377-5043"
88,0,174.1,"187.4",128,0,0,0,0,1,2,4,"Male",FALSE,FALSE,"IL",415,"369-4377"
58.5,0,304.7,"251.7",114,1,1,1,0,3,3,4,"Female",FALSE,FALSE,"NY",415,"352-7752"
43,0,233.6,"175.1",59,3,0,0,0,2,2,2,"Male",FALSE,TRUE,"VT",510,"361-5936"
85,0,202.1,"180.8",111,1,0,0,0,2,2,3,"Female",FALSE,TRUE,"IA",415,"409-4462"
57.5,0.34,207.3,"164.8",160,1,0,0,1,2,2,5,"Male",FALSE,FALSE,"SD",408,"372-8048"
97.5,0.36,295.9,"137.6",76,3,0,0,1,2,2,3,"Male",TRUE,TRUE,"MT",415,"418-8450"
76,0,311.4,"152",121,2,1,1,0,3,2,4,"Female",FALSE,FALSE,"KS",408,"382-8079"
80.5,0,331.9,"199.7",110,3,1,0,0,3,2,3,"Male",FALSE,FALSE,"ID",415,"408-1913"
98.5,0,155.4,"246.2",127,1,0,0,0,1,3,4,"Male",TRUE,TRUE,"WA",510,"332-1502"
47.5,0.33,306.7,"135.8",113,1,0,0,1,3,2,4,"Male",TRUE,TRUE,"ME",408,"347-9995"
96.5,0,219.7,"268",111,0,0,0,0,2,3,3,"Female",FALSE,TRUE,"NH",408,"339-4636"
77.5,0,280.6,"186.2",118,3,0,0,0,2,2,4,"Male",FALSE,TRUE,"SD",415,"397-5381"
76.5,0,286.8,"173.8",84,1,0,1,0,2,2,3,"Male",FALSE,FALSE,"TX",408,"355-7293"
75.5,0,317.3,"177",120,3,1,1,0,3,2,4,"Male",FALSE,TRUE,"VA",510,"411-2958"
96.5,0.26,372.1,"259.4",80,0,0,1,1,3,3,3,"Male",TRUE,TRUE,"VT",415,"387-5891"
117.5,0.36,307.9,"140.9",48,1,0,0,1,3,2,2,"Male",FALSE,TRUE,"AL",415,"421-2245"
63,0,233.8,"211.4",155,0,0,0,0,2,2,5,"Male",FALSE,FALSE,"DE",415,"417-2716"
88,0.41,239.7,"130.6",134,0,0,0,1,2,2,4,"Male",FALSE,TRUE,"NE",415,"380-3311"
71,0,285.3,"158.6",106,1,0,0,0,2,2,3,"Male",TRUE,FALSE,"NH",510,"352-5081"
84.5,0.35,219.1,"93.4",109,2,0,0,1,2,2,3,"Female",FALSE,FALSE,"KY",415,"346-7302"
101.5,0,234.7,"111.4",105,4,1,0,0,2,2,3,"Male",FALSE,TRUE,"IA",510,"389-8417"
79.5,0,211.8,"141.7",99,1,0,0,0,2,2,3,"Female",FALSE,TRUE,"WV",408,"369-1220"
67,0,240.4,"220.7",98,1,0,0,0,2,3,3,"Male",TRUE,TRUE,"AR",510,"374-5530"
38,0,234.2,"143.3",124,4,1,0,0,2,2,4,"Male",FALSE,TRUE,"WA",415,"416-5660"
63.5,0,294.3,"154.5",88,2,0,0,0,2,2,3,"Male",FALSE,FALSE,"ME",510,"328-2478"
89.5,0,284.2,"137",100,1,0,0,0,2,2,3,"Male",FALSE,TRUE,"NE",510,"415-2949"
30.5,0,169.9,"168.5",80,2,0,0,0,1,2,3,"Male",FALSE,TRUE,"ND",415,"400-3945"
41,0,221.1,"150.3",111,2,0,1,0,2,2,3,"Male",TRUE,FALSE,"FL",415,"390-7328"
120,0.27,132.4,"214",114,2,0,0,1,1,3,4,"Male",FALSE,TRUE,"NV",510,"344-2416"
85,0,279.2,"166.8",59,0,0,0,0,2,2,2,"Female",FALSE,FALSE,"WI",415,"402-7626"
73.5,0.29,215,"129.4",85,1,0,0,1,2,2,3,"Male",FALSE,FALSE,"AK",408,"334-4506"
52.5,0,295.1,"182",132,1,0,0,0,2,2,4,"Female",FALSE,TRUE,"VT",415,"354-4352"
84.5,0,379.1,"192.4",123,3,1,0,0,3,2,4,"Male",FALSE,TRUE,"MI",415,"359-6232"
102.5,0,196.2,"132.9",82,2,0,0,0,2,2,3,"Male",FALSE,FALSE,"NC",408,"359-4081"
103,0,336.7,"125.1",66,3,0,0,0,3,2,2,"Female",TRUE,TRUE,"UT",510,"340-5678"
77.5,0,130.4,"138.2",138,2,0,0,0,1,2,4,"Male",TRUE,TRUE,"OK",408,"338-8050"
106.5,0,227.3,"214",91,2,0,0,0,2,3,3,"Male",TRUE,TRUE,"WV",510,"411-8043"
70,0,206.3,"223.6",64,1,0,0,0,2,3,2,"Female",FALSE,TRUE,"TN",415,"384-7724"
65.5,0,166.1,"184.4",103,2,0,0,0,1,2,3,"Female",TRUE,TRUE,"DE",408,"351-8894"
85.5,0,337.4,"77.9",127,0,0,0,0,3,1,4,"Male",FALSE,TRUE,"AZ",510,"407-9830"
62,0.19,243.1,"182.8",100,1,0,0,1,2,2,3,"Male",TRUE,FALSE,"NH",415,"359-3833"
63.5,0.27,240.5,"180.6",69,1,0,1,1,2,2,2,"Male",FALSE,TRUE,"MD",510,"399-5424"
40.5,0.46,289.9,"158.2",121,0,0,0,1,2,2,4,"Male",FALSE,TRUE,"MN",510,"413-7170"
93.5,0,275.4,"146.6",155,1,0,0,0,2,2,5,"Male",FALSE,TRUE,"WA",408,"376-2550"
69,0,212.7,"192.7",128,2,0,0,0,2,2,4,"Female",FALSE,TRUE,"WI",408,"406-2213"
71.5,0,133.5,"307.1",121,0,0,1,0,1,3,4,"Female",FALSE,TRUE,"DC",510,"403-2455"
23.5,0,198.1,"176.5",103,1,0,0,0,2,2,3,"Female",TRUE,TRUE,"TN",415,"340-8291"
71,0,198.5,"189.6",117,1,0,1,0,2,2,4,"Female",TRUE,FALSE,"MO",415,"417-7913"
58,0.25,268.8,"237.1",73,0,0,0,1,2,3,2,"Male",FALSE,FALSE,"MI",510,"357-7875"
95.5,0,220,"103.4",70,4,1,0,0,2,2,2,"Male",FALSE,FALSE,"TX",415,"364-9904"
79.5,0,234.5,"127.6",106,0,0,0,0,2,2,3,"Male",FALSE,TRUE,"MD",510,"369-2899"
74,0,222.9,"229.6",140,0,0,0,0,2,3,4,"Male",TRUE,TRUE,"UT",415,"341-7112"
111,0,290,"214.2",107,0,0,0,0,2,3,3,"Male",FALSE,TRUE,"NE",510,"408-3606"
26,0,227,"211.2",109,1,0,0,0,2,2,3,"Male",FALSE,FALSE,"WV",408,"351-8398"
73.5,0,209,"194.7",100,1,0,0,0,2,2,3,"Male",FALSE,TRUE,"WY",408,"329-2045"
95.5,0.31,207.1,"163",110,1,0,0,1,2,2,3,"Female",FALSE,FALSE,"OH",408,"327-9289"
86.5,0,278.4,"174.7",57,1,0,0,0,2,2,2,"Male",FALSE,TRUE,"NE",415,"421-8535"
73,0.28,267.3,"39.2",67,1,0,0,1,2,1,2,"Male",FALSE,TRUE,"FL",415,"415-2285"
58.5,0,321.5,"169.5",70,3,0,0,0,3,2,2,"Female",TRUE,TRUE,"MS",415,"363-9663"
55,0,266.7,"139.4",60,0,0,0,0,2,2,2,"Male",FALSE,TRUE,"FL",510,"392-8318"
72.5,0,236.7,"144.8",78,1,0,0,0,2,2,3,"Male",FALSE,FALSE,"NY",408,"403-4917"
103.5,0.43,94.9,"99.1",86,2,0,0,1,1,2,3,"Male",FALSE,TRUE,"SC",408,"359-5091"
72,0,210.6,"200.9",114,1,0,0,0,2,2,4,"Male",FALSE,TRUE,"NY",415,"386-4581"
58.5,0,293.7,"138.7",118,1,0,0,0,2,2,4,"Male",TRUE,TRUE,"MS",415,"417-4309"
71,0.17,258.9,"159.8",126,0,0,0,1,2,2,4,"Male",FALSE,TRUE,"ID",510,"406-4768"
59.5,0,208.3,"200.7",78,4,1,0,0,2,2,3,"Male",FALSE,FALSE,"LA",510,"348-4316"
55.5,0,246.1,"284.4",42,2,0,0,0,2,3,2,"Female",FALSE,TRUE,"AK",510,"346-4360"
85.5,0.37,285,"187.3",147,3,0,0,1,2,2,4,"Male",FALSE,TRUE,"GA",415,"362-1407"
47.5,0,283.7,"125.6",82,1,0,1,0,2,2,3,"Female",FALSE,TRUE,"ND",415,"396-4234"
45.5,0,262.1,"100.1",74,3,0,0,0,2,2,2,"Male",FALSE,FALSE,"VT",415,"418-7846"
70,0,250,"193.3",126,2,0,0,0,2,2,4,"Female",FALSE,TRUE,"MA",415,"337-4697"
64,0,174.7,"193.8",154,3,0,0,0,1,2,5,"Male",FALSE,FALSE,"NH",510,"399-8859"
95.5,0,230.5,"175.5",122,0,0,0,0,2,2,4,"Male",FALSE,TRUE,"KS",415,"413-4831"
65.5,0.17,248.2,"222.8",97,0,0,0,1,2,3,3,"Female",FALSE,TRUE,"MA",415,"358-7379"
89,0,257,"109.5",55,2,0,0,0,2,2,2,"Male",TRUE,TRUE,"IL",510,"369-8871"
85,0,299.7,"165.7",84,2,0,0,0,3,2,3,"Male",FALSE,TRUE,"KY",510,"377-8309"
116,0.28,255.6,"190.1",60,3,0,0,1,2,2,2,"Male",FALSE,TRUE,"DC",415,"343-1323"
64,0,164.7,"115.1",141,2,0,0,0,1,2,4,"Male",FALSE,TRUE,"KY",510,"380-5102"
110,0,255.2,"136.4",150,6,0,0,0,2,2,5,"Male",FALSE,TRUE,"CO",408,"393-4027"
52.5,0.37,140.8,"143.6",82,0,0,0,1,1,2,3,"Male",FALSE,TRUE,"AK",415,"340-3409"
70.5,0,336.1,"142",103,1,0,0,0,3,2,3,"Male",FALSE,FALSE,"MD",415,"349-7362"
90,0,127.9,"172.9",89,1,0,1,0,1,2,3,"Male",FALSE,FALSE,"RI",415,"366-4287"
99,0,220.7,"230.3",110,1,0,0,0,2,3,3,"Male",TRUE,FALSE,"NJ",510,"412-7606"
82,0,199.7,"159.7",118,2,0,0,0,2,2,4,"Male",FALSE,TRUE,"SC",415,"348-3830"
42.5,0,287.8,"173",69,2,0,0,0,2,2,2,"Female",TRUE,TRUE,"VA",415,"396-2719"
38.5,0.28,240.8,"223.6",114,1,0,1,1,2,3,4,"Male",FALSE,TRUE,"KS",415,"334-9163"
52.5,0,351.2,"157.2",110,2,1,1,0,3,2,3,"Male",FALSE,FALSE,"RI",510,"411-6823"
87.5,0,284.6,"111.1",108,2,0,0,0,2,2,3,"Female",TRUE,FALSE,"ND",408,"391-8369"
64.5,0.28,290.8,"163",84,4,0,0,1,2,2,3,"Male",FALSE,TRUE,"RI",510,"411-9554"
61.5,0.33,364.5,"133.4",116,0,0,0,1,3,2,4,"Male",FALSE,FALSE,"IA",415,"341-6743"
74.5,0,183.7,"175.1",104,3,0,0,0,2,2,3,"Female",FALSE,FALSE,"VT",408,"359-7788"
60.5,0.29,260.4,"238.2",84,3,0,0,1,2,3,3,"Female",TRUE,TRUE,"MA",408,"371-3498"
82.5,0,228.6,"253.4",86,0,0,0,0,2,3,3,"Male",FALSE,FALSE,"SD",408,"394-3171"
120,0,226,"214.9",77,1,0,1,0,2,3,3,"Female",FALSE,TRUE,"TN",510,"407-8012"
76,0,210,"145.8",167,2,1,1,0,2,2,5,"Male",FALSE,TRUE,"KY",415,"330-7754"
64,0,310,"220.7",137,1,1,0,0,3,3,4,"Male",FALSE,TRUE,"CT",415,"339-1330"
74,0,200,"153.6",125,1,0,0,0,2,2,4,"Female",TRUE,TRUE,"KY",408,"401-7594"
45.5,0,271.3,"262.8",106,1,0,0,0,2,3,3,"Male",FALSE,TRUE,"IA",415,"387-6716"
56.5,0,272.1,"170.1",124,1,0,0,0,2,2,4,"Male",TRUE,TRUE,"FL",415,"384-1135"
84,0,231.3,"128.2",61,1,0,0,0,2,2,2,"Male",TRUE,FALSE,"CA",408,"355-2909"
76.5,0,167,"83.3",114,2,0,0,0,1,1,4,"Male",FALSE,TRUE,"VA",415,"367-6005"
87.5,0.29,260.5,"141.6",135,1,1,1,1,2,2,4,"Male",FALSE,TRUE,"IL",415,"340-6908"
69.5,0,232.6,"189.2",117,4,0,0,0,2,2,4,"Female",FALSE,FALSE,"AZ",408,"420-3346"
41,0.38,305.4,"171.8",161,0,0,0,1,3,2,5,"Male",FALSE,TRUE,"IN",510,"381-9234"
54.5,0,242.2,"198.7",89,2,0,0,0,2,2,3,"Male",FALSE,FALSE,"CT",408,"398-8578"
101,0,297.1,"297.1",109,3,1,0,0,2,3,3,"Female",FALSE,FALSE,"NM",415,"327-8495"
83,0,250.9,"182",113,3,0,0,0,2,2,4,"Male",TRUE,TRUE,"IN",408,"328-7252"
68.5,0,278.9,"121.9",122,3,0,0,0,2,2,4,"Female",FALSE,TRUE,"MD",510,"408-4142"
96,0,279.8,"119.7",102,0,0,0,0,2,2,3,"Male",TRUE,TRUE,"IN",510,"348-1359"
70.5,0,223,"177.9",101,0,0,0,0,2,2,3,"Male",FALSE,FALSE,"AZ",408,"334-1339"
65.5,0.29,263.8,"208.6",115,1,0,0,1,2,2,4,"Male",TRUE,FALSE,"VA",408,"380-5667"
84.5,0,252.7,"133.4",91,0,0,0,0,2,2,3,"Female",TRUE,TRUE,"RI",415,"344-9403"
71.5,0.25,280.9,"227.9",116,1,0,0,1,2,3,4,"Male",TRUE,TRUE,"VT",415,"382-6135"
78.5,0.32,135.9,"136.7",111,3,0,0,1,1,2,3,"Male",FALSE,TRUE,"AZ",415,"392-2381"
54,0,283.8,"212.8",103,4,0,0,0,2,3,3,"Female",FALSE,FALSE,"OH",415,"412-2947"
78.5,0,215.5,"90.3",90,1,0,0,0,2,1,3,"Male",FALSE,TRUE,"WA",510,"387-6498"
60.5,0,235.5,"143.7",113,1,0,0,0,2,2,4,"Male",FALSE,TRUE,"IN",408,"397-4976"
76.5,0,232.5,"109.1",130,1,0,0,0,2,2,4,"Female",FALSE,TRUE,"NM",415,"347-6164"
91,0,143.2,"165.9",101,2,0,1,0,1,2,3,"Female",FALSE,TRUE,"UT",510,"402-9980"
23.5,0,299,"219.5",91,2,0,0,0,3,3,3,"Male",FALSE,TRUE,"MO",415,"393-2373"
75.5,0,249.7,"232",123,2,1,0,0,2,3,4,"Male",FALSE,FALSE,"CO",415,"408-3262"
27,0,292.4,"146",63,2,0,0,0,2,2,2,"Female",FALSE,TRUE,"GA",408,"336-3488"
44.5,0,219.5,"184.2",120,3,1,0,0,2,2,4,"Male",TRUE,TRUE,"MD",510,"411-2977"
74,0,262,"160.4",161,0,0,0,0,2,2,5,"Male",FALSE,FALSE,"VA",415,"366-7331"
73.5,0.33,248.3,"171.4",104,3,0,0,1,2,2,3,"Male",FALSE,TRUE,"NM",415,"395-9214"
46,0,243.7,"262.1",98,0,0,0,0,2,3,3,"Female",TRUE,TRUE,"LA",408,"401-3926"
54,0.24,192.7,"185",58,2,0,1,1,2,2,2,"Male",FALSE,TRUE,"ND",510,"378-4013"
